Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),512.00,512.00,512.00,51200.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),26.35,15.75,304.03,671513.43,20.86,25.57,25.80,25.93,26.05,26.19,26.36,26.75,31.32,8.63
Inter Token Latency (ms),26.36,25.96,27.37,2636.41,26.05,26.05,26.06,26.06,26.08,26.78,27.14,27.16,27.32,0.47
OSL Mismatch Diff % (%),-0.11,-2.34,0.39,-11.33,-1.18,-0.78,-0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.35
Output Sequence Length (tokens),255.71,250.00,257.00,25571.00,252.97,254.00,255.00,256.00,256.00,256.00,256.00,256.00,256.01,0.90
Output Token Count (tokens),255.71,250.00,257.00,25571.00,252.97,254.00,255.00,256.00,256.00,256.00,256.00,256.00,256.01,0.90
Output Token Throughput Per User (tokens/sec/user),37.94,36.54,38.53,3794.20,36.60,36.82,36.84,37.34,38.35,38.37,38.38,38.39,38.39,0.66
Prefill Throughput Per User (tokens/sec/user),1748.20,1125.69,3471.56,174820.37,1126.27,1187.39,1193.06,1204.10,1213.49,1736.24,3393.40,3403.97,3414.79,941.22
Request Latency (ms),7071.78,7054.19,7107.23,707178.46,7062.54,7063.67,7064.30,7067.60,7070.57,7074.99,7077.01,7077.64,7106.93,7.67
Time to First Output Token (ms),356.65,147.48,454.83,35665.03,149.94,150.41,150.88,350.33,421.92,425.22,429.15,431.20,454.60,118.55
Time to First Token (ms),356.65,147.48,454.83,35665.03,149.94,150.41,150.88,350.33,421.92,425.22,429.15,431.20,454.60,118.55
Time to Second Token (ms),25.93,21.22,31.36,2592.82,21.23,22.63,23.43,25.58,26.10,26.64,27.33,27.71,31.35,1.79
Tokens In Flight (tokens),2525.77,0.00,3066.00,,,,,,2526.00,,2954.00,3009.00,3052.02,315.02

Metric,Value
Benchmark Duration (sec),177.00
Input Token Throughput (tokens/sec),289.25
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),144.46
Request Count,100.00
Request Throughput (requests/sec),0.56
Total Input Sequence Length (tokens),51200.00
Total Output Sequence Length (tokens),25571.00
Total Output Tokens (tokens),25571.00
Total Token Throughput (tokens/sec),433.70


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
