Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Tokens In Flight (tokens),21435.07,0.00,32533.96,,,,,,22653.34,,29674.89,30527.28,31621.89,7269.97

Metric,Value
Benchmark Duration (sec),54.88
Input Token Throughput (tokens/sec),1865.39
OSL Mismatch Count,16.00
Output Token Throughput (tokens/sec),1720.70
Request Count,100.00
Request Throughput (requests/sec),1.82
Total Input Sequence Length (tokens),102400.00
Total Output Sequence Length (tokens),94457.00
Total Output Tokens (tokens),94457.00
Total Token Throughput (tokens/sec),3586.09
