Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Connection Overhead (ms),0.45,0.00,13.74,115.79,0.00,0.00,0.00,0.00,0.00,0.00,0.79,1.66,7.46,1.63
HTTP Connection Reused (ratio),0.83,0.00,1.00,212.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.38
HTTP Data Received (KB),225.26,39.95,240.38,57667.10,57.47,121.67,205.37,236.96,238.26,238.84,239.30,239.55,239.88,38.44
HTTP Data Sent (KB),4.36,3.79,4.81,1117.31,4.01,4.09,4.15,4.26,4.37,4.47,4.58,4.65,4.72,0.17
HTTP DNS Lookup (ms),0.11,0.00,4.90,29.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.55
HTTP Duration (excl. conn) (ms),14735.93,14655.66,14812.79,3772398.50,14666.02,14670.75,14682.09,14716.25,14734.61,14760.03,14776.08,14786.21,14801.83,32.73
HTTP Receiving (ms),13371.81,12279.46,14622.78,3423184.10,12294.11,12374.26,12512.48,12834.56,13393.15,13953.14,14264.04,14389.87,14560.33,660.88
HTTP Sending (ms),0.80,0.09,10.12,205.63,0.16,0.24,0.26,0.32,0.38,0.77,1.57,2.74,5.56,1.19
HTTP Total Time (ms),14736.38,14655.66,14812.79,3772514.29,14666.02,14670.75,14682.09,14717.38,14735.75,14760.03,14776.08,14786.21,14801.83,32.56
HTTP Waiting (TTFB) (ms),1363.32,144.81,2440.86,349008.78,178.12,339.72,426.91,798.22,1367.76,1914.83,2249.15,2339.86,2438.48,661.23
Input Sequence Length (tokens),1024.00,1024.00,1025.00,262145.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.06
Inter Chunk Latency (ms),13.56,0.00,9537.59,3332673.12,6.63,8.09,10.03,11.04,12.04,13.11,13.88,16.63,26.35,37.86
Inter Token Latency (ms),14.10,11.00,79.51,3608.39,12.07,12.16,12.32,12.69,13.36,13.94,14.43,16.15,33.12,5.08
OSL Mismatch Diff % (%),-6.30,-83.50,0.00,-1613.57,-76.10,-51.10,-17.68,-1.59,-0.78,-0.46,-0.20,-0.17,0.00,16.20
Output Sequence Length (tokens),959.46,169.00,1024.00,245621.00,244.70,500.75,843.00,1007.75,1016.00,1019.25,1022.00,1022.25,1024.00,165.86
Output Token Count (tokens),959.46,169.00,1024.00,245621.00,244.70,500.75,843.00,1007.75,1016.00,1019.25,1022.00,1022.25,1024.00,165.86
Output Token Throughput Per User (tokens/sec/user),73.84,12.58,90.94,18902.22,30.20,61.92,69.28,71.76,74.83,78.82,81.15,82.24,82.88,9.54
Prefill Throughput Per User (tokens/sec/user),1148.18,418.34,7044.27,293932.95,419.40,437.35,455.13,534.62,748.41,1282.04,2395.54,3004.85,5742.49,1070.79
Request Latency (ms),14382.58,4779.55,14812.89,3681941.06,5218.78,13550.97,14670.44,14712.39,14732.35,14757.81,14775.98,14785.30,14801.99,1640.27
Time to First Output Token (ms),1364.33,145.37,2447.75,349267.93,178.91,340.78,427.46,798.73,1368.24,1915.37,2250.49,2341.37,2441.59,661.36
Time to First Token (ms),1364.33,145.37,2447.75,349267.93,178.91,340.78,427.46,798.73,1368.24,1915.37,2250.49,2341.37,2441.59,661.36
Time to Second Token (ms),247.59,8.51,598.65,63382.19,12.03,14.54,17.88,267.98,292.47,298.73,304.05,306.01,306.89,97.37
Tokens In Flight (tokens),92534.64,0.00,128477.79,,,,,,92911.71,,120205.56,123433.21,126326.84,20200.38

Metric,Value
Benchmark Duration (sec),59.12
Input Token Throughput (tokens/sec),4432.29
OSL Mismatch Count,34.00
Output Token Throughput (tokens/sec),4152.91
Request Count,256.00
Request Throughput (requests/sec),4.33
Total Input Sequence Length (tokens),262145.00
Total Output Sequence Length (tokens),245621.00
Total Output Tokens (tokens),245621.00
Total Token Throughput (tokens/sec),8585.20


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
