Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),1885.96,1729.09,2186.41,188596.45,1729.21,1730.67,1731.25,1733.68,1804.65,2062.85,2180.85,2182.01,2185.23,181.88
HTTP Sending (ms),0.42,0.35,2.48,42.00,0.35,0.35,0.35,0.36,0.37,0.38,0.40,0.48,1.49,0.26
HTTP Total Time (ms),2376.00,2353.13,2389.83,237600.49,2360.38,2365.78,2367.22,2374.02,2377.28,2379.78,2382.60,2383.53,2389.80,6.13
HTTP Waiting (TTFB) (ms),489.62,190.82,658.90,48962.04,193.90,194.80,196.63,311.92,565.68,642.65,647.35,648.16,658.66,182.11
Input Sequence Length (tokens),4096.00,4096.00,4096.00,409600.00,4096.00,4096.00,4096.00,4096.00,4096.00,4096.00,4096.00,4096.00,4096.00,0.00
Inter Chunk Latency (ms),7.42,0.57,459.81,188589.11,1.33,6.32,6.55,6.70,6.82,6.97,7.15,7.57,12.07,11.77
Inter Token Latency (ms),7.42,6.78,8.69,742.11,6.78,6.79,6.79,6.80,7.14,8.16,8.55,8.59,8.68,0.72
OSL Mismatch Diff % (%),-0.34,-3.12,0.00,-33.98,-1.96,-1.56,-1.17,-0.49,0.00,0.00,0.00,0.00,0.00,0.60
Output Sequence Length (tokens),255.13,248.00,256.00,25513.00,250.97,252.00,253.00,254.75,256.00,256.00,256.00,256.00,256.00,1.53
Output Token Count (tokens),255.13,248.00,256.00,25513.00,250.97,252.00,253.00,254.75,256.00,256.00,256.00,256.00,256.00,1.53
Output Token Throughput Per User (tokens/sec/user),135.94,115.07,147.47,13593.66,115.18,116.43,116.90,122.55,140.15,147.01,147.29,147.33,147.41,12.32
Prefill Throughput Per User (tokens/sec/user),10486.76,6210.52,21403.73,1048676.43,6212.41,6314.08,6321.54,6368.07,7282.64,13330.23,20775.17,20966.52,21065.43,5893.80
Request Latency (ms),2376.14,2354.06,2390.01,237613.55,2360.56,2365.98,2367.39,2373.60,2377.21,2379.88,2382.79,2383.71,2390.01,6.09
Time to First Output Token (ms),490.24,191.37,659.53,49024.44,194.44,195.36,197.16,312.49,567.73,643.21,647.94,648.71,659.33,182.13
Time to First Token (ms),490.24,191.37,659.53,49024.44,194.44,195.36,197.16,312.49,567.73,643.21,647.94,648.71,659.33,182.13
Time to Second Token (ms),113.58,0.97,459.81,11358.20,0.99,1.01,1.04,1.06,19.52,167.76,296.17,298.36,308.24,124.96
Tokens In Flight (tokens),16698.24,0.00,17403.00,,,,,,16701.69,,17257.56,17327.21,17384.00,739.31

Metric,Value
Benchmark Duration (sec),59.61
Input Token Throughput (tokens/sec),6870.26
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),427.93
Request Count,100.00
Request Throughput (requests/sec),1.68
Total Input Sequence Length (tokens),409600.00
Total Output Sequence Length (tokens),25513.00
Total Output Tokens (tokens),25513.00
Total Token Throughput (tokens/sec),7298.19
